аамм	اعم
бадоҳа	بداهه
бадоҳанавоз	بداهه نواز
бадоҳанавозӣ	بداهه نوازي
бадоҳапардоз	بداهه پرداز
бадоҳасаро	بداهه سرا
бадоҳасароӣ	بداهه سرايي
бадоҳасоз	بداهه ساز
бадоҳат	بداهت
бадоҳатан	بداهتاً
бадоҳахон	بداهه خوان
бадоҳахонӣ	بداهه خواني
бадошт	بداشت
бадоштӣ	بداشتي
бадпайванд	بدپيوند
бадпаймон	بدپيمان
бадписанд	بدپسند
бадпӯшок	بدپوشاک
бадр	بدر
бадра	بدره
бадрав	بدرو
бадраг	بدرگ
бадрагӣ	بدرگي
бадрақа	بدرقه
бадранг	بدرنگ
бадрафтор	بدرفتار
бадрафторӣ	بدرفتاري
бадрашк	بدرشک
бадрашкӣ	بدرشکي
бадрашкона	بدرشکانه
бадрой	بدراي
бадрехт	بدريخت
бадрехтӣ	بدريختي
бадреша	بدريشه
бадрикоб	بدرکاب
бадрикобӣ	بدرکابي
бадройӣ	بدرايي
бадром	بدرام
бадроҳ	بدراه
бадроҳӣ	بدراهي
бадруд	بدرود
бадрӯй	بدروي
бадрӯз	بدروز
бадрӯзгор	بدروزگار
бадрӯзгорӣ	بدروزگاري
бадрӯзӣ	بدروزي
бадрӯӣ	بدروئي
бадсадо	بد صدا
бадсалиқа	بد سليقه
бадсар	بد سر
бадсарӣ	بد سري
бадсигол	بدسگال
бадсиголӣ	بدسگالي
бадсимо	بدسيما
бадсират	بدسيرت
бадсиратӣ	بدسيرتي
бадсиришт	بدسرشت
бадсириштӣ	بدسرشتي
бадсифат	بدصفت
бадсифатӣ	بدصفتي
бадсияр	بدسير
бадсобиқа	بدسابقه
бадсоз	بدساز
бадсозӣ	بدسازي
бадсохт	بدساخت
бадсохтагӣ	بدساختگي
бадсулук	بدسلوک
бадсулукӣ	بدسلوکي
бадсурат	بدصورت
бадсухан	بدسخن
бадтан	بدتن
бадтанӣ	بدتني
бадтаъм	بدطعم
бадтаъмӣ	بدطعمي
бадтинат	بدطينت
бадтинатӣ	بدطينتي
бадтолеӣ	بدطالعي
бадтолеъ	بدطالع
бадфарҷом	بدفرجام
бадфеъл	بد فعل
бадфеълӣ	بد فعلي
бадфикр	بدفکر
бадфитрат	بدفطرت
бадхаёл	بدخيال
бадхаёлӣ	بدخيالي
бадхарҷ	بدخرج
бадхат	بدخط
бадхатӣ	بدخطي
бадхашм	بدخشم
бадхашмӣ	بدخشمي
бадхашмона	بدخشمانه
бадхим	بدخم
бадхислат	بدخصلت
бадхисол	بدخصال
бадхоб	بدخواب
бадхобӣ	بدخوابي
бадхон	بدخوان
бадхонӣ	بدخواني
бадхоҳ	بدخواه
бадхоҳӣ	بدخواهي
бадхоҳона	بدخواهانه
бадхулқ	بدخلق
бадхулқӣ	بدخلقي
бадхӯй	بدخوي
бадхӯӣ	بدخوئي
бадхӯр	بدخور
бадҳаво	بدهوا
бадҳавоӣ	بدهوايي
бадҳазм	بدهضم
бадҳазмӣ	بدهضمي
бадҳайат	بدهيئت
бадҳайбат	بدهيبت
бадҳайбатӣ	بدهيبتي
бадҳайбатона	بدهيبتانه
бадҳиҷоб	بدحجاب
бадҳиҷобӣ	بدحجابي
бадҳол	بدحال
бадҳолат	بدحالت
бадчашм	بدچشم
бадчашмӣ	بدچشمي
бадҷаҳл	بدجهل
бадҷаҳлӣ	بدجهلي
бадҷаҳлона	بدجهلانه
бадҷилав	بدجلو
бадҷинс	بدجنس
бадҷинсӣ	بدجنسي
бадшакл	بدشکل
бадшаклӣ	بدشکلي
бадшиор	بدشعار
бадшугун	بدشگون
бадшугунӣ	بدشگوني
баёз	بياض
баён	بيان
баёния	بيانيه
баёнкунанда	بيان کننده
баённома	بيان نامه
баёнот	بيانات
баёт	بيات
баж	بژ
базз	بز
база	بزه
базалт	بزلت
базарба	بضربه
базаҳ	بزه
базаҳгар	بزهگر
базаҳкор	بزهکار
базаҳкорӣ	بزهکاري
базеб	بزيب
базебӣ	بزيبي
баззоз	بزّاز
баззозӣ	بزّازي
баззол	بذّال
базин	بزين
базис	بزيس
базл	بذل
базла	بزله
базлагӯй	بزله گوي
базлагӯӣ	بزله گويي
базлахонӣ	بزله خواني
базм	بزم
базма	بزمه
базмак	بزمک
базмафрӯз	بزم افروز
базмгард	بزم گرد
базмгардӣ	بزم گردي
базмдӯст	بزمدوست
базмӣ	بزمي
базмнишин	بزم نشين
базмовард	بزم آورد
базморо	بزم آرا
базмороӣ	بزم آرائي
базмсоз	بزم ساز
базмталаб	بزم طلب
базмхона	بزم خانه
базона	بزانه
базр	بذر
базрафшон	بذرافشان
базрулбанҷ	بذر البنج
базӯр	بزور
базӯрӣ	بزوري
баибо	به ابا
баид	بعيد
баидулғавр	بعيدالغور
баидулфикр	بعيدالفکر
баиззат	بعزّت
баинсоф	به انصاف
бай-бай	بي بي
байғора	بيغاره
байғула	بيغوله
байғуланишин	بيغوله نشين
байдақ	بيدق
байдоъ	بيداء
байёъ	بياع
байза	بيضه
байзавӣ	بيضوي
байзақ	بيزق
байзамонанд	بيضه مانند
байзаосо	بيضه آسا
байзашакл	بيضه شکل
байзӣ	بيضي
байзо	بيضا
байина	بينه
байлак	بيلک
байн	بين
байналавом	بين العوام
байналмилал	بين الملل
байналмилалӣ	بين المللي
байналобидин	بين الآبدين
байналхалқӣ	بين الخلقي
байналҳоҷибайн	بين الحاجبين
байнаннаҳрайн	بين النهرين
байнаннос	بين الناس
байнивазоратӣ	بين وزارتي
байнивилоятӣ	بين ولايتي
байнидавлатӣ	بين دولتي
байнидандонӣ	بين دنداني
байнидарӣ	بين دري
байнизабонӣ	بين زباني
байниидоравӣ	بين اداروي
байниидорӣ	بين اداري
байникитобхонавӣ	بين کتابخانوي
байникорхонавӣ	بين کارخانوي
байниқабилавӣ	بين قبيلوي
байниқабурғавӣ	بين قبرغوي
байниқаторӣ	بين قطاري
байниқитъавӣ	بين قطعوي
байнимавсимӣ	بين موسمي
байниминтақавӣ	بين منطقوي
байниноҳиявӣ	بين ناحيوي
байнисайёравӣ	بين سياروي
байнисинфӣ	بين صنفي
байниситоравӣ	بين ستاروي
байнисоҳавӣ	بين ساحوي
байнифакултавӣ	بين فکلتوي
байнихудӣ	بين خودي
байниҳамдигарӣ	بين همدگري
байниҳукуматӣ	بين حکومتي
байниҳуҷайравӣ	بين حجيروي
байниҳуҷравӣ	بين حجروي
байниҷумҳуриявӣ	بين جمهريوي
байниҷумҳурӣ	بين جمهوري
байнишаҳрӣ	بين شهري
байнобайн	بينابين
байрақбар	بيرق بر
байрақбардор	بيرق بردار
байрақдор	بيرق دار
байрақкаш	بيرق کش
байрақситон	بيرق ستان
байрақча	بيرقچه
байт	بيت
байтал	بيتل
байтбандӣ	بيت بندي
байтбарак	بيت برک
байтбаракбозӣ	بيت برک بازي
байтор	بيطار
байторӣ	بيطاري
байтуладвия	بيت الادويه
байтуламал	بيت العمل
байтуларӯс	بيت العروس
байтуласном	بيت الاصنام
байтулаҳзон	بيت الاحزان
байтулғазал	بيت الغزل
байтулкаъба	بيت الکعبه
байтулқасида	بيت القصيده
байтуллаҳм	بيت اللحم
байтуллоҳ	بيت الله
байтулмаъмур	بيت المعمور
байтулмол	بيت المال
байтулмулк	بيت الملک
байтулнаҳл	بيت النحل
байтулхало	بي ت الخلا
байтулҳазан	بيت الحزن
байтулҷунун	بيت الجنون
байтулэҳзон	بيت الاحزان
байтуссамад	بيت الصمد
байтуссанам	بيت الصنم
байтушшараф	بيت الشرف
байтхонӣ	بيت خواني
байъ	بيع
байъат	بيعت
байъатӣ	بيعتي
байъатнома	بيع ت نامه
байънома	بي ع نامه
байъона	بيعانه
байъпулӣ	بي ع پولي
бак	بک
бакабум	بک ه بم
бакавулӣ	بکولي
бакалавр	بکلور
бакора	بکاره
бакорат	بکارت
бактериология	بکت ر آلاگيه
бактериологӣ	بکترآلاگي
бактерия	بکتريه
бактерияшиносӣ	بکتري ه شناسي
бакуллӣ	بکلّي
бақадр	ب ه قدر
баққам	بقم
бақар	بقر
бақаррос	بقراس
бақимат	ب ه قيمت
бақия	بقيه
бақияпулӣ	بقي ه پولي
баққол	بقّال
баққолӣ	بقّالي
бақл	بقل
бақо	بقاء
бақоё	بقايا
бақувват	بقوت
бақувватӣ	بقوتي
бақурб	بقرب
бал	بل
балад	بلد
баладӣ	بلدي
балаззат	بلذّت
балақ-балақ	بل ق بلق
балаққосзанон	بلقّا س زنان
баланд	بلند
баландахтар	بلن د اختر
баландахтарӣ	بلن د اختري
баландболо	بلن د بالا
баландволт	بلندوالت
баландгӯ	بلندگو
баландгӯӣ	بلندگويي
баландгӯяк	بلندگويک
баландғоя	بلن د غايه
баланддевор	بلن د ديوار
баландиёр	بلن د عيار
баландиқбол	بلن د اقبال
баландиқболӣ	بلن د اقبالي
баландин	بلندين
баландирода	بلن د اراده
баландисанҷ	بلند ي سنج
баландихтисос	بلن د اختصاص
баландӣ	بلندي
баландкӯҳ	بلندکوه
баландқад	بلندقد
баландқомат	بلندقامت
баландмазмун	بلن د مضمون
баландмақом	بلن د مقام
баландмартаба	بلن د مرتبه
баландмартабагӣ	بلن د مرتبگي
баландмаҳак	بلن د مهک
баландмаҳсул	بلن د محصول
баландмаърифат	بلن د معرفت
баландмаърифатӣ	بلندمعرفتي
баландназар	بلندنظر
баландназарӣ	بلندنظري
баландном	بلندنام
баландобрӯй	بلندآبروي
баландовоз	بلندآواز
баландовоза	بلندآوازه
баландоҳанг	بلندآهنگ
баландошёна	بلندآشيانه
баландпарвоз	بلندپرواز
баландпарвозӣ	بلندپروازي
баландпоя	بلندپايه
баландпоягӣ	بلندپايگي
баландрутба	بلندرطبه
баландсадо	بلندصدا
баландсифат	بلندصفت
баландсифатӣ	بلندصفتي
баландтабъ	بلندطبع
баландтолеъ	بلندطالع
баландфишор	بلندفشار
баландҳаво	بلندهوا
баландҳарорат	بلندحرارت
баландҳиммат	بلندهمت
баландҳимматӣ	بلندهمتي
баландҳосил	بلندحاصل
баландшаванда	بلندشونده
баландшиддат	بلندشدت
баланс	بلنس
баласон	بلسان
балво	بلوا
балвоангез	بلواانگيز
балвогар	بلواگر
балвогарӣ	بلواگري
балвогарона	بلواگرانه
балғам	بلغم
балғамимизоҷ	بلغمي مزاج
